Series Name,Series Code,Country Name,Country Code,2022 [YR2022]
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Croatia,HRV,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Cyprus,CYP,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Czechia,CZE,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Denmark,DNK,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Djibouti,DJI,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Egypt, Arab Rep.",EGY,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Estonia,EST,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Faroe Islands,FRO,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Fiji,FJI,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Finland,FIN,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,France,FRA,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,French Polynesia,PYF,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Georgia,GEO,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Germany,DEU,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Gibraltar,GIB,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Greece,GRC,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Greenland,GRL,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Guam,GUM,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Hong Kong SAR, China",HKG,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Hungary,HUN,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Iceland,ISL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,India,IND,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Indonesia,IDN,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Iran, Islamic Rep.",IRN,0
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Iraq,IRQ,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Ireland,IRL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Isle of Man,IMN,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Israel,ISR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Italy,ITA,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Japan,JPN,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Jordan,JOR,0
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Kazakhstan,KAZ,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Kiribati,KIR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Korea, Dem. People's Rep.",PRK,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Korea, Rep.",KOR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Kosovo,XKX,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Kuwait,KWT,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Kyrgyz Republic,KGZ,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Lao PDR,LAO,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Latvia,LVA,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Lebanon,LBN,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Libya,LBY,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Liechtenstein,LIE,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Lithuania,LTU,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Luxembourg,LUX,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Macao SAR, China",MAC,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Malaysia,MYS,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Maldives,MDV,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Malta,MLT,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Marshall Islands,MHL,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Micronesia, Fed. Sts.",FSM,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Moldova,MDA,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Monaco,MCO,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Mongolia,MNG,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Montenegro,MNE,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Morocco,MAR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Myanmar,MMR,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Nauru,NRU,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Nepal,NPL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Netherlands,NLD,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,New Caledonia,NCL,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,New Zealand,NZL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,North Macedonia,MKD,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Northern Mariana Islands,MNP,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Norway,NOR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Oman,OMN,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Pakistan,PAK,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Palau,PLW,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Papua New Guinea,PNG,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Philippines,PHL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Poland,POL,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Portugal,PRT,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Qatar,QAT,0
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Romania,ROU,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Russian Federation,RUS,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Samoa,WSM,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,San Marino,SMR,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Saudi Arabia,SAU,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Serbia,SRB,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Singapore,SGP,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Slovak Republic,SVK,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Slovenia,SVN,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Solomon Islands,SLB,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Spain,ESP,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Sri Lanka,LKA,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Sweden,SWE,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Switzerland,CHE,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Syrian Arab Republic,SYR,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Tajikistan,TJK,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Thailand,THA,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Timor-Leste,TLS,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Tonga,TON,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Tunisia,TUN,75
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Turkiye,TUR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Turkmenistan,TKM,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Tuvalu,TUV,..
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Ukraine,UKR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,United Arab Emirates,ARE,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,United Kingdom,GBR,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,United States,USA,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Uzbekistan,UZB,50
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Vanuatu,VUT,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,Viet Nam,VNM,100
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,West Bank and Gaza,PSE,25
"Women, Business and the Law: Workplace Indicator Score (scale 1-100)",SG.LAW.INDX.WP,"Yemen, Rep.",YEM,25
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Afghanistan,AFG,25
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Albania,ALB,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Algeria,DZA,75
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,American Samoa,ASM,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Andorra,AND,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Armenia,ARM,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Australia,AUS,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Austria,AUT,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Azerbaijan,AZE,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bahrain,BHR,50
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bangladesh,BGD,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Belarus,BLR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Belgium,BEL,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bermuda,BMU,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bhutan,BTN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bosnia and Herzegovina,BIH,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Brunei Darussalam,BRN,50
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Bulgaria,BGR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Cambodia,KHM,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Canada,CAN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Channel Islands,CHI,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,China,CHN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Croatia,HRV,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Cyprus,CYP,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Czechia,CZE,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Denmark,DNK,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Djibouti,DJI,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Egypt, Arab Rep.",EGY,50
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Estonia,EST,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Faroe Islands,FRO,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Fiji,FJI,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Finland,FIN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,France,FRA,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,French Polynesia,PYF,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Georgia,GEO,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Germany,DEU,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Gibraltar,GIB,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Greece,GRC,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Greenland,GRL,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Guam,GUM,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Hong Kong SAR, China",HKG,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Hungary,HUN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Iceland,ISL,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,India,IND,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Indonesia,IDN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Iran, Islamic Rep.",IRN,0
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Iraq,IRQ,25
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Ireland,IRL,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Isle of Man,IMN,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Israel,ISR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Italy,ITA,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Japan,JPN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Jordan,JOR,25
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Kazakhstan,KAZ,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Kiribati,KIR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Korea, Dem. People's Rep.",PRK,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Korea, Rep.",KOR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Kosovo,XKX,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Kuwait,KWT,50
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Kyrgyz Republic,KGZ,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Lao PDR,LAO,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Latvia,LVA,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Lebanon,LBN,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Libya,LBY,75
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Liechtenstein,LIE,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Lithuania,LTU,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Luxembourg,LUX,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Macao SAR, China",MAC,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Malaysia,MYS,50
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Maldives,MDV,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Malta,MLT,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Marshall Islands,MHL,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,"Micronesia, Fed. Sts.",FSM,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Moldova,MDA,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Monaco,MCO,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Mongolia,MNG,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Montenegro,MNE,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Morocco,MAR,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Myanmar,MMR,75
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Nauru,NRU,..
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Nepal,NPL,75
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,Netherlands,NLD,100
"Women, Business and the Law: Mobility Indicator Score (scale 1-100)",SG.LAW.INDX.MO,New Caledonia,NCL,..
